files_num,best_flair_images,best_t1w_images,best_t1wce_images,best_t2w_images
801,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00801/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00801/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00801/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00801/T2w/Image-14.dcm
299,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00299/FLAIR/Image-35.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00299/T1w/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00299/T1wCE/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00299/T2w/Image-20.dcm
684,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00684/FLAIR/Image-65.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00684/T1w/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00684/T1wCE/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00684/T2w/Image-203.dcm
773,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00773/FLAIR/Image-73.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00773/T1w/Image-129.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00773/T1wCE/Image-128.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00773/T2w/Image-187.dcm
466,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00466/FLAIR/Image-139.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00466/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00466/T1wCE/Image-197.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00466/T2w/Image-81.dcm
1001,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01001/FLAIR/Image-27.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01001/T1w/Image-97.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01001/T1wCE/Image-90.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/01001/T2w/Image-32.dcm
138,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00138/FLAIR/Image-31.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00138/T1w/Image-99.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00138/T1wCE/Image-103.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00138/T2w/Image-28.dcm
804,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00804/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00804/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00804/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00804/T2w/Image-14.dcm
186,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00186/FLAIR/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00186/T1w/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00186/T1wCE/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00186/T2w/Image-34.dcm
524,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00524/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00524/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00524/T1wCE/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00524/T2w/Image-177.dcm
151,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00151/FLAIR/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00151/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00151/T1wCE/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00151/T2w/Image-15.dcm
687,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00687/FLAIR/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00687/T1w/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00687/T1wCE/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00687/T2w/Image-93.dcm
376,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00376/FLAIR/Image-40.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00376/T1w/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00376/T1wCE/Image-125.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00376/T2w/Image-41.dcm
470,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00470/FLAIR/Image-68.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00470/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00470/T1wCE/Image-122.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00470/T2w/Image-187.dcm
178,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00178/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00178/T1w/Image-120.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00178/T1wCE/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00178/T2w/Image-31.dcm
622,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00622/FLAIR/Image-60.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00622/T1w/Image-70.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00622/T1wCE/Image-73.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00622/T2w/Image-181.dcm
692,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00692/FLAIR/Image-67.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00692/T1w/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00692/T1wCE/Image-85.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00692/T2w/Image-232.dcm
360,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00360/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00360/T1w/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00360/T1wCE/Image-105.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00360/T2w/Image-37.dcm
814,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00814/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00814/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00814/T1wCE/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00814/T2w/Image-14.dcm
222,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00222/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00222/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00222/T1wCE/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00222/T2w/Image-39.dcm
451,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00451/FLAIR/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00451/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00451/T1wCE/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00451/T2w/Image-52.dcm
667,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00667/FLAIR/Image-71.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00667/T1w/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00667/T1wCE/Image-81.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00667/T2w/Image-193.dcm
630,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00630/FLAIR/Image-50.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00630/T1w/Image-88.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00630/T1wCE/Image-86.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00630/T2w/Image-201.dcm
210,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00210/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00210/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00210/T1wCE/Image-105.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00210/T2w/Image-36.dcm
24,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00024/FLAIR/Image-303.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00024/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00024/T1wCE/Image-61.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00024/T2w/Image-304.dcm
616,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00616/FLAIR/Image-84.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00616/T1w/Image-97.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00616/T1wCE/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00616/T2w/Image-230.dcm
318,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00318/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00318/T1w/Image-104.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00318/T1wCE/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00318/T2w/Image-32.dcm
564,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00564/FLAIR/Image-173.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00564/T1w/Image-37.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00564/T1wCE/Image-46.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00564/T2w/Image-84.dcm
557,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00557/FLAIR/Image-461.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00557/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00557/T1wCE/Image-171.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00557/T2w/Image-303.dcm
559,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00559/FLAIR/Image-458.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00559/T1w/Image-21.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00559/T1wCE/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00559/T2w/Image-347.dcm
709,,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00709/T1w/Image-185.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00709/T1wCE/Image-187.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00709/T2w/Image-97.dcm
731,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00731/FLAIR/Image-73.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00731/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00731/T1wCE/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00731/T2w/Image-182.dcm
518,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00518/FLAIR/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00518/T1w/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00518/T1wCE/Image-115.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00518/T2w/Image-194.dcm
606,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00606/FLAIR/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00606/T1w/Image-80.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00606/T1wCE/Image-82.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00606/T2w/Image-211.dcm
166,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00166/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00166/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00166/T1wCE/Image-137.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00166/T2w/Image-19.dcm
528,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00528/FLAIR/Image-73.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00528/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00528/T1wCE/Image-125.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00528/T2w/Image-205.dcm
753,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00753/FLAIR/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00753/T1w/Image-12.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00753/T1wCE/Image-71.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00753/T2w/Image-202.dcm
392,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00392/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00392/T1w/Image-130.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00392/T1wCE/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00392/T2w/Image-41.dcm
99,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00099/FLAIR/Image-69.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00099/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00099/T1wCE/Image-69.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00099/T2w/Image-199.dcm
679,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00679/FLAIR/Image-141.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00679/T1w/Image-98.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00679/T1wCE/Image-103.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00679/T2w/Image-136.dcm
203,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00203/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00203/T1w/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00203/T1wCE/Image-111.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00203/T2w/Image-37.dcm
805,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00805/FLAIR/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00805/T1w/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00805/T1wCE/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00805/T2w/Image-15.dcm
646,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00646/FLAIR/Image-73.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00646/T1w/Image-100.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00646/T1wCE/Image-100.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00646/T2w/Image-208.dcm
397,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00397/FLAIR/Image-33.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00397/T1w/Image-119.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00397/T1wCE/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00397/T2w/Image-40.dcm
59,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00059/FLAIR/Image-120.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00059/T1w/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00059/T1wCE/Image-60.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00059/T2w/Image-190.dcm
249,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00249/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00249/T1w/Image-105.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00249/T1wCE/Image-92.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00249/T2w/Image-31.dcm
809,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00809/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00809/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00809/T1wCE/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00809/T2w/Image-17.dcm
14,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00014/FLAIR/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00014/T1w/Image-174.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00014/T1wCE/Image-164.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00014/T2w/Image-332.dcm
311,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00311/FLAIR/Image-36.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00311/T1w/Image-114.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00311/T1wCE/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00311/T2w/Image-39.dcm
373,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00373/FLAIR/Image-26.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00373/T1w/Image-118.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00373/T1wCE/Image-100.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00373/T2w/Image-37.dcm
542,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00542/FLAIR/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00542/T1w/Image-101.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00542/T1wCE/Image-97.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00542/T2w/Image-196.dcm
246,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00246/FLAIR/Image-32.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00246/T1w/Image-116.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00246/T1wCE/Image-112.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00246/T2w/Image-39.dcm
514,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00514/FLAIR/Image-68.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00514/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00514/T1wCE/Image-99.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00514/T2w/Image-194.dcm
399,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00399/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00399/T1w/Image-110.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00399/T1wCE/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00399/T2w/Image-35.dcm
838,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00838/FLAIR/Image-34.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00838/T1w/Image-104.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00838/T1wCE/Image-109.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00838/T2w/Image-37.dcm
725,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00725/FLAIR/Image-61.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00725/T1w/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00725/T1wCE/Image-117.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00725/T2w/Image-200.dcm
819,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00819/FLAIR/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00819/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00819/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00819/T2w/Image-18.dcm
109,,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00109/T1w/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00109/T1wCE/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00109/T2w/Image-18.dcm
759,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00759/FLAIR/Image-62.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00759/T1w/Image-105.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00759/T1wCE/Image-102.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00759/T2w/Image-197.dcm
351,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00351/FLAIR/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00351/T1w/Image-106.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00351/T1wCE/Image-108.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00351/T2w/Image-16.dcm
253,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00253/FLAIR/Image-24.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00253/T1w/Image-96.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00253/T1wCE/Image-89.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00253/T2w/Image-29.dcm
552,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00552/FLAIR/Image-437.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00552/T1w/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00552/T1wCE/Image-163.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00552/T2w/Image-304.dcm
275,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00275/FLAIR/Image-14.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00275/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00275/T1wCE/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00275/T2w/Image-14.dcm
296,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00296/FLAIR/Image-39.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00296/T1w/Image-118.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00296/T1wCE/Image-121.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00296/T2w/Image-38.dcm
12,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00012/FLAIR/Image-169.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00012/T1w/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00012/T1wCE/Image-163.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00012/T2w/Image-296.dcm
429,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00429/FLAIR/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00429/T1w/Image-13.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00429/T1wCE/Image-15.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00429/T2w/Image-16.dcm
30,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00030/FLAIR/Image-460.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00030/T1w/Image-20.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00030/T1wCE/Image-51.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00030/T2w/Image-214.dcm
349,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00349/FLAIR/Image-30.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00349/T1w/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00349/T1wCE/Image-17.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00349/T2w/Image-19.dcm
574,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00574/FLAIR/Image-28.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00574/T1w/Image-72.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00574/T1wCE/Image-65.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00574/T2w/Image-50.dcm
784,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00784/FLAIR/Image-19.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00784/T1w/Image-38.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00784/T1wCE/Image-18.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00784/T2w/Image-19.dcm
68,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00068/FLAIR/Image-199.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00068/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00068/T1wCE/Image-64.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00068/T2w/Image-309.dcm
176,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00176/FLAIR/Image-26.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00176/T1w/Image-125.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00176/T1wCE/Image-107.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00176/T2w/Image-29.dcm
35,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00035/FLAIR/Image-144.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00035/T1w/Image-16.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00035/T1wCE/Image-59.dcm,../input/rsna-miccai-brain-tumor-radiogenomic-classification/train/00035/T2w/Image-53.dcm
